title,image_url,difficulty,timecost,ingredient,cookstep
삼겹살김치말이찜 만들기 - 양싸,https://recipe1.ezmember.co.kr/cache/recipe/2016/12/06/80a884dce97a1dec5f66eaa60ded95ed1.jpg,아무나,30분 이내,삼겹살>김치>대파>홍고추>청양고추>사골곰탕(시판용)>고추장>,"삼겹살을 2근 조금 넘게 사옵니다.
저는 인원이 많아 2근 조금 넘게 샀어요.>삼겹살과 김치 반포기를 준비해 주세요.>대파 1대와 홍고추 그리고 사진엔 없지만
청양고추 두개도 송송 썰어 준비해 줍니다.>김치는 잎 부분을 잘라서 큰 잎은 반으로 자르셔도 되고
작은 잎은 그대로 쓰셔도 됩니다.
그리고 삼겹살도 한 줄 다 쓰는 것 보단
반으로 잘라서 쓰시는게 좋아요.
너무 크면 잘 말리지 않고 먹기에도 불편하니까요.
김치위에 삼겹살을 놓고 안쪽에서부터 돌돌 말아줍니다.>준비한 재료를 다 말았으면 그대로 바로 조리해도 되지만
저는 집들이 전날 미리 준비하느냐고 통에 넣어 김치냉장고에
하루 숙성했어요.>냄비에 동그랗게 둘러주시고
사골곰탕 국물을 하나 부어줍니다.
그러면 딱 가득 찹니다.>여기에 송송 썰은 대파와 고추장 1T를 넣어주고 청양고추와 홍고추 송송 썰은 것도 넣어 센불에서 팔팔 끓여줍니다.
보글 보글.센불>뚜껑 덮어 끓여주시면 어느순간 국물이 졸아들거든요.
봤을때 김치가 아직 푹 익은 느낌은 아니죠.
그래서 사골곰탕 국물을 하나 더 넣습니다.
총 두개!
그래서 또 팔팔 끓여줍니다.>팔팔 한번 더 끓이세요.
두번째 곰탕국물 넣었을때도 국물이 거의 졸아들면 완성.
잘 익었죠??
그럼 갓 지은 밥이랑 드셔요!!
엄청 맛있어요.
시판용 사골곰탕 국물은 이미 간이 다 맞추어져 있어서 따로 간해주실 필요는 없습니다.(전에 신랑이 만두국 끓여준다고 사골곰탕 국물 사와서 끓여주는데 ... 여기에 소금 넣어서 진짜 엄청 짰어요. 그래.. 모르면 그럴수도 있겠지...... ㅠㅠ 뒷면 좀 읽어보지 그랬어 여보..)
그리고 딱 조금 진한 맛을 원해서 고추장 한스푼만 넣었어요.
고추가루 넣으셔도 되는데 저는 조카도 먹을거라서 안맵게 하느라 고추가루는 넣지 않았어요.(그러면서 청양고추 왜 넣었니....^^;;)
그 후에 퐈이어맨이랑 다시 한번 해먹었을땐 청양고추 듬뿍~~~~ 넣고 해먹었어요. 매운맛 중독자~~
맛있게 만들어 드세요.
피키캐스트 보고 만들었지만(cookat?? 이었던가?)더 간단히~ 만들었어요. 굳이 사골육수 않넣으셔도 물로 끓이셔도 될것같아요.
그럼 약간의 양념도 더 필요하겠죠??>"
찹쌀풀 없이 간편히 사이다로 ‘깍두기’ 담그는 방법~!! 실패없는 레시피~~아주 시원해요^^,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/12/009495f8ddd90f68074cc69f330e033c1.jpg,중급,2시간 이상,무>쪽파>사이다>굵은소금>고춧가루>멸치육수>배즙>다진마늘>새우젓>다진생강>멸치액젓>매실액>,"사이다 200ml에>굵은소금 3T(수북이)를 잘 녹인 다음, 무 1.3kg를 붓고 1시간 30분간 절여주시고,중간중간 뒤적여 주었어요!>깍두기 양념장 만들기 -> 고춧가루4T,>멸치육수60ml,>배즙2T,>다진마늘2T,>새우젓2T,>다진생강1t,>멸치액젓1T,>매실액 1T를 고르게 섞어 1시간 가량 두셔요.
>절인 무를 찬물에 살짝 헹궈주시고,>물기를 빼,>양념장을 넣고 고르게 섞어,>쪽파 50g을 넣고 한번 더 버무리면 끝!>실온에서 하루 두었다가 김치냉장고에서 3일간 숙성시킨 후 먹었습니다.>오늘도 맛나게 드셔요^^>"
돼지고기 다짐 육 간장 볶음~,https://recipe1.ezmember.co.kr/cache/recipe/2021/05/04/ae0ed4c9a741fdc4a6b6d904ae329d021.jpg,아무나,30분 이내,,"돼지고기 다짐 육 팬에 담고 
카놀라유 살짝 두른 후 고기가 뭉치지 않게 으깨어 주면서 바싹~ 볶아준다>간장,굴소스,후추,다진 마늘,올리고당을 넣고
(양념은 입맛에 맞게 조금씩 조절해요)>양념이 고루 베이도록 달달~ 볶아준다>마지막으로 통깨 솔~뿌려 휘리릭~ 볶아주면 완성입니다>"
[아이반찬] 달콤 짧짤 바삭 부드러운 두부강정,https://recipe1.ezmember.co.kr/cache/recipe/2019/12/05/b087095dc9b9fe762c57679be47b43251.jpg,초급,20분 이내,두부>전분가루>식용유>간장>물엿>케첩>다진마늘>물>참기름>,"두부는 흐르는 물에 깨끗하게 씻은 후 한 입크기로 잘라주세요두부 200g>전분가루를 넓은 접시에 3큰술 뿌려주세요 (전분가루가 없으시면 밀가루나 부침가루로 대체해도 됩니다)전분가루 3큰술위색팩에 전분가루와 두부를 함께 넣고 흔들어서 하는 방법도 있습니다>전분가루를 묻히고 전분이 뭉친 부분은 탈탈 털어줍니다전분이 뭉친 부분은 튀기고 나서 식감이 안좋을수 있어요 >팬에 기름을 두르고 전분가루를 묻힌 두부를 튀기듯 노릇하게 구워줍니다식용유 넉넉히, >노릇하게 구운 두부는 키친타월에 기름기를 빼주세요>소스 재료들을 다진마늘이 익고 걸죽한 농도가 될때까 끓여주세요간장 1큰술, 케첩 1큰술, 물엿 1큰술, 다진마늘 1/2큰술, 참기름 1/2큰술, 물 3큰술아이 연령에 맞춰 다진마늘은 가감해주세요
아이가 케첩을 먹지 않는다면 빼서도 됩니다>소스가 완성되면 불을 끄고 기름기를 뺀 두부를 넣고 골고루 섞어줍니다>기호에 맞춰 통깨나 땅콩가루를 뿌려서 드세요~>"
♥[신혼간식] 상큼 유자마들렌,https://recipe1.ezmember.co.kr/cache/recipe/2021/03/12/a91e00084067dd16fff3d971f09b6a0f1.jpg,초급,30분 이내,박력분>버터>설탕>달걀>우유>유자청>베이킹파우더>,"버터 70g을 볼에 담아주세요.>버터70g와 설탕 35g을 끓는물에 담궈 살살 녹여주세요.>우유 20g과 달걀 1개를 넣고 섞어주세요.>베이킹파우더 2g과 박력분 60g을 채반에 톡톡톡
잘 섞어주세요.>유자청 30g을 넣고 반죽을 마무리해 주세요.>마들렌 틀에 버터 칠을 한 뒤 짤주머니에 넣고 80%정도 채워주세요.>오븐기 180도 온도에서 약12분간 구워주세요.오븐>식힌망에 충분히 식혀 커피 및 우유랑 맛있게 냠냠!>"
매운 양념 닭고기 구이.(매콤달콤 치밥하기 딱 좋은 메뉴~),https://recipe1.ezmember.co.kr/cache/recipe/2021/09/09/6a5dc29311568660f67b7ab64afc5a2e1.jpg,초급,30분 이내,닭가슴살>떡>통깨>후추>청주>소금>고추장>고춧가루>진간장>물엿>맛술>다진마늘>,"닭가슴살을 씻어서 얇게 저민다.>소금, 후추, 청주를 넣고 닭가슴살을 버무려준다.>위생팩이나 밀폐용기에 넣고 20분간 냉장고에서 재워준다.>양념재료를 배합해서 그릇에 담는다.>양념을 골고루 잘 섞어준다.>떡은 떡볶이용 떡, 절편, 가래떡 어떤것도 좋은데 손가락 굵기만하게 잘라준다.>식용유를 두르고 달군 팬에 닭가슴살을 굽는다.>닭을 뒤집을때 떡을 넣고 같이 중약불에서 구워준다.>닭이 노릇하게 구워지고 떡이 말랑해지면 가스불을 끈다.>양념이 튀고 탈 수 있으니 가스불을 꼭 끄고 양념을 넣는다.>약불로 켜서 양념이 조금 졸아들도록 볶아준다.>볶아진 음식을 따뜻한 그릇에 담고 깨를 뿌려 주면 완성된다.>"
간단요리 계란 양파덮밥 혼밥 자취레시피,https://recipe1.ezmember.co.kr/cache/recipe/2019/10/05/22ab8bbcf9fd28b70c2046243759cd3f1.jpg,아무나,10분 이내,양파>계란>간장>맛술>설탕>물>,"양파는 얇게 채썰어 주고 대파는 송송 썰어 둡니다>간장두스푼,맛술두스푼,설탕한스푼,물여섯스푼으로 소스를 만들고 팬에 넣고 양파랑 파도 같이 넣어 약불에서 졸입니다.약불>밥위에 얹어주면 완성 입니다>"
♥[신혼밥상] 구수한 배춧국,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/15/33413c83716d69d9341039a2982792541.jpg,초급,20분 이내,알배추>된장>대파>다진마늘>고춧가루>청양고추>멸치다시다육수>,"알배추 밑단을 잘라 큰 볼에 담고 밑부분을 살살살 비며서 분리시킨 뒤 깨끗하게 씻어주세요.>(배춧잎 15장)먹기 좋은 크기로 썰어주세요.아이들이 먹는다면 더 잘게 썰어주셔도 좋아요.>멸치다시다육수 700ml (생수도 ok)을 붓고 된장 크게 1.5숟가락을 넣고 살살 풀어주세요.집된장마다 짠농도가 다르기 때문에 된장양을 조절하세요.>육수가 끓기 시작하려 할때 배춧잎을 몽땅 넣어주세요.>다진마늘 반숟가락을 넣어주세요.>(선택) 매콤 칼칼한 맛을 선호한다면 청양고추 송송~아이국이라면 패스~>대파 송송썰어 팍팍 넣어주세요.>고춧가루 반스푼을 넣고 10분이상 보글보글 끓여주면 초간단 배춧국 완성!된장이 맛있고 오~래 끓여주면 국물이 졸아서 간이 필요 없음!
그래도 싱겁다면 새우젓 또는 소금>"
맛살깻잎말이(맛살전),https://recipe1.ezmember.co.kr/cache/recipe/2021/09/27/007d7ffdd1f0ae9c39054832c64f58321.jpg,초급,20분 이내,맛살>깻잎>달걀>밀가루>소금>후추>식용유>,"재료 준비>깻잎은 깨끗하게 씻어 꼭지를 자르고 물기를 탁탁~ 털어 준 다음, 밀가루도 2숟갈 넓게 펴 줍니다.
이제 깻잎에 밀가루를 앞뒤로 묻히고 맛살을 넣어 돌돌 말아 주세요. (영상 참조)>달걀에 소금 한 꼬집, 후추를 톡톡~ 넣어 달걀물을 만들어 준 다음,>팬에 기름을 두르고 달걀물을 묻혀 부쳐 주세요.>이제 돌려가며 앞뒤로 노릇하게 부치면 완성!!>"
전자렌지 5분뚝딱 꿀맛간식 고구마에그슬럿 만들기,https://recipe1.ezmember.co.kr/cache/recipe/2019/11/21/c09206b86e7877c4a2a6f80894b039091.jpg,아무나,5분 이내,찐고구마>슬라이스>계란>소금>파슬리가루>,"먼저 찐고구마를 포크로 으깨 주세요>전자렌지 가능한 그릇에 으깬 고구마를 1차로 골고루 깔아 줍니다.그 위에 슬라이스 치즈를 덮어주시고 다시 으깬 고구마를 올려 주신뒤 그위에 또 슬라이스치즈를 올려주세요>이제 계란 한개를 톡 깨서 올려 주시구요.노른자가 터질수 있으니 포크로 한두번 콕콕 찍어 주세요>계란위에 소금 한꼬집 뿌리고 파슬리가루도 톡톡 뿌려주신뒤 전자렌지에 돌려 주시면 끝인데요. 한번에 다 돌리시 마시고 1분씩 끊어 돌리셔서 노른자 상태보시고 시간 추가하셔요전자레인지파슬리가루 없으시면 빼셔도 되요>전자렌지로 뚝딱 만든 고구마에그슬럿 완성입니다^^노른자 익기는 본인 기호에 맞게 시간을 추가해주시면 되는데요.너무 다 익은것보다는 살짝 반숙인 상태가 치즈랑 고구마랑 섞었을때 부드럽더라구요>한번 먹어보니 달달한 고구마에 짭쪼름한 치즈,계란의 조합이 기대이상으로 좋은데요!맛이 자극적이지 않고 적절하게 조화를 이루어 고소하면서도 담백하니 맛있어요>"
쫄깃한 매콤 어묵덮밥,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/16/de8df465f3001a3f7b27b9404bad529d1.jpg,아무나,30분 이내,어묵>양파>계란>통깨>물>고추장>고추가루>간장>올리고당>참기름>맛술>다진마늘>,어묵은 1장 또는 1장 반을 준비해 주세요. 여자기준 으로는 1장 이면 충분한거같구요. 남자 1인분 기준으로는 1장반 정도 있어야 할거같아요. 양파는 반개 준비해 주었어요.>먹기좋은 크기로 양파와 어묵을 잘라주었습니다. 잘라준 어묵은 뜨거운물에 살짝 데쳐서 겉부분에 기름기를 살짝 제거해 주세요 저는 그냥 정수기 뜨거운 물로~>양념장 준비해 주었습니다. 분량은 위에 참고해주세요 여자 기준은 밥숟가락으로 적당히1스푼 남자밥 기준으로는 밥숟가락 듬뿍 1스푼 정도로 넣어주시면 간 맞을거 같아요. 양념장은 넉넉히 만들어서 나중에 조절해서 넣어주셔도 좋아요.>계란후라이를 먼저 준비해 주세요 그래야 후라이팬을 갈지않고 한번에 조리할수 있으니 말이죠. 노른자 살려서 흰자만 익혀서 준비해 주세요. 이렇게 매콤한 덮밥에는 노른자 톡 터트려 먹어야 맛있거든요.>계란을 따로 담아놓고 기름이 적당히 두른 상태에서 이렇게 양파를 먼저 볶아주세요 양파의 단맛이 충분히 날때까지 볶아줍니다. 그리고 어묵을 넣어주었습니다.>어묵넣고 만들어둔 양념장과 여기에 물을 5스푼 정도 자작하게 넣어주세요 물이 꼭 들어가야 합니다. 덮밥은 촉촉하게 뿌려먹어야 맛있거든요.>밥 먹을만큼 담아주고 만들어둔 소스 올리고 여기에 계란 올려주면 완성~~ 참 통깨도 살짝 뿌려주었어요.>
[간단 자취요리] 콘꼬노미야끼 만들기,https://recipe1.ezmember.co.kr/cache/recipe/2017/07/05/8e9ebde52cc124b66d3ec4e4bc01ba761.jpg,아무나,15분 이내,참치>스위트콘>양파>,"먼저 양파를 작은 큐브모양으로 썰어줍니다.>계란에 소금을 넣고 풀어주세요!>양파, 참치, 콘을 넣어주세요.>살짝 섞은 뒤 부침가루도 추가!>기름을 두르고 중불에서 구워줍니다! 처음에는 꾹꾹 눌러서 모양을 잡아주세요!중불>마요네즈를 뿌려주면 완성!>"
소시지 간장떡볶이 - 떡국떡 간장 떡볶이,https://recipe1.ezmember.co.kr/cache/recipe/2019/02/28/91543ed53326c08c4384ad0ad751eef01.jpg,아무나,60분 이내,떡국떡>소시지>양파>대파>간장>맛술>다진>올리고>참기름>물>후춧가루>,"소시지는 3~4등분 해 썰고, 양파는 채 썰어주고, 대파는 송송 썰어 준비해 주세요.
떡국 떡은 물에 헹궈 체에 밭쳐 놓아요.>간장 떡볶이 양념재료인 간장 3, 맛술 2, 다진 마늘 0.5, 올리고 당 2, 참기름 1, 물 2/3컵, 후춧가루 약간을
한데 넣어 고루 섞어 양념장을 만들어 주세요.>달군 팬에 식용유를 살짝 두르고 준비한
떡과 소시지, 양파, 대
파를 모두 한데 넣고 달달 볶아주다>만들어 놓은 양념장을 모두 붓고 바글바글 끓여줍니다.>국물이 자박자박해지도록 끓여주다
입맛에 맞게 후춧가루를 적당히 넣어 마무리해주세요.
>소시지 간장 떡볶이 완성 ^^>"
호박참치볶음(담백하니 아기도 좋아해요~),https://recipe1.ezmember.co.kr/cache/recipe/2019/01/28/56cff2dd792d479eac39a1ab7ba9b9771.jpg,초급,30분 이내,애호박>양파>마늘>참치>굴소스>소금>,"애호박,참치캔을 준비해요>달군 팬에 호박넣고 굴소스,마늘을 넣어요>골고루 잘 볶아요
70%정도 익었을때>양파 깍두기모양으로 썬것과 참치캔을 넣어서 볶아요>골고루 잘 섞으면 끝입니다
부족한 간은 소금으로 해요>예쁘게 담아요>"
"내 몸이 가벼워지는 간단 한끼식사! 돼지고기두부면 (feat. 애호박) - 저탄고지, 키토 레시피, 다이어트 레시피",https://recipe1.ezmember.co.kr/cache/recipe/2020/12/14/925660d576083f6e6065bfee35e5e8f91.jpg,아무나,30분 이내,애호박>양파>갈은>파>미림>,"우선 두부면 250g, 애호박 1개 , 양파 1/2개, 갈은 돼지고기 100g, 파 1개 준비해 주세요>준비한 파,>양파,>애호박은 먹기 좋은 크기로 썰어주세요>간 돼지고기는 미림 2숟가락을 넣어 잘 섞어주세요.>두부면은 따로 삶지 않고, 끓인 물에 살짝 데쳐서 준비해주세요.>그럼 본격 조리를 시작해 볼까요?
먼저 팬에 기름을 두르고,>썰어둔 파를 넣고 간 돼지고기를 넣고 볶아주세요.>간 돼지고기를 넣고 볶아주세요.>이어서 썰어둔 양파와 애호박을 넣어 함께 볶아줍니다.>이제 간장 2숟가락과>굴소스 1숟가락,>고추가루 1숟가락을 넣어 잘 볶아주세요.>끝입니다!!! 참 쉽죠?>데쳐둔 두부면 위에 준비한 애호박 볶음을 올려만 주시면 건강에도 좋고 맛도 좋은 돼지고기두부면 완성입니다!!!>"
"채쳐서 바로 무치는 초스피드 밑반찬, 상큼한 양배추 생채",https://recipe1.ezmember.co.kr/cache/recipe/2018/01/19/5ec82459559164485157cb0e098618551.jpg,초급,10분 이내,양배추>간마늘>식초>매실청>멸치액젓>국간장(조선간장)>고추가루>다진파>깨소금(볶은통깨간것)>,"양배추는 채칼로 얇게 채썰어 물에 헹궈준 다음 체반에 받쳐 물기를 뺍니다.>양배추 물기 빠질 동안 양배추를 무칠 큰 보울에 양념재료를 모두 다 넣고 섞어준 다음,>생채 양념 위에 양배추채를 붓고>버물버물 양념과 양배추채 잘 섞어주고>그릇에 담으면 끝!>"
짭잘한 간단 밥도둑! 버섯으로 만든 표고버섯장조림 ♥,https://recipe1.ezmember.co.kr/cache/recipe/2020/11/09/9f7f26c86df676a28af9e3cbaf8eadef1.jpg,아무나,15분 이내,표고버섯>꽈리고추>통깨>참기름>간장>설탕>물>다진>,"표고버섯은 모양대로 편 썰고 꽈리고추는 꼭지 제거 후 포크로 찔러 구멍을 낸다.>냄비에 표고버섯, 양념 재료를 넣고 끓인다.표고향을 더 내기 위해선 표고톡톡을 추가로 넣어도 좋아요 >국물이 바글바글 끓고 반 정도 줄어들면 꽈리고추, 통깨, 참기름을 넣고 살짝 더 조려 완성한다.>"
감자구이 오믈렛,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/16/f3945edba6389b7ea52c388a9ed5d6a8.jpg,초급,15분 이내,감자(소)>달걀>양파>모짜렐라치즈>슬라이스치즈>소금>후추>,"감자는 0.2cm 정도의 두께로 통썰기 합니다.>양파는 채썰어 달구어진 팬에 기름을 두르고 볶습니다.>달걀을 깨뜨려 그릇에 담은 다음 소금, 후추로 간을 합니다.>감자는 여러번 물에 헹군 다음 달구어진 팬에 기름을 두르고 감자를 넣고 앞, 뒤 노릇노릇하게 굽습니다.>볶아두었던 양파를 조금 넓게 골고루 편 다음 달걀물 1/3만 붓습니다.>그 다음 구워 두었던 감자를 놓고 달걀물을 마저 부은 다음 뚜껑 닫고 약불에서 천천히 익힙니다. 다 익어갈때쯤 모짜렐라치즈와 슬라이스치즈를 뿌립니다.>"
